,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
3152,Walter Smith-Cotito, 4-5-0 (1 NC),," 5' 8""", --,135,, --,2.95,3.53,36.0,68.0,2.16,33.0,57.0,0.0
3153,Justin Smitley, 10-7-1,, --, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,Dmitrii Smoliakov, 9-3-0,THE LIFEGUARD," 6' 2"""," 74""",253, Switch," Aug 05, 1982",1.44,3.81,42.0,55.0,0.0,0.0,75.0,0.0
3155,Louis Smolka, 17-7-0,DA LAST SAMURAI," 5' 9"""," 68""",135, Orthodox," Jul 16, 1991",4.44,3.74,46.0,53.0,1.84,37.0,31.0,1.9
3156,Shimon Smotritsky, 7-0-0,ASSASSIN," 6' 2""", --,170,," Aug 22, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,Richie Smullen, 3-1-1,," 5' 9"""," 68""",155, Orthodox," Aug 17, 1991",1.98,2.26,77.0,65.0,8.49,66.0,0.0,0.0
3158,Devin Smyth, 4-2-0,," 5' 10"""," 72""",170, Switch," Jul 21, 1995",2.6,6.73,68.0,25.0,4.0,26.0,100.0,0.0
3159,Denis Sobolev, 4-7-0,," 6' 3""", --,216, Orthodox, --,0.0,5.45,0.0,33.0,0.0,0.0,0.0,0.0
3160,Peter Sobotta, 17-7-1,," 6' 0"""," 75""",170, Southpaw," Jan 11, 1987",2.14,2.9,40.0,58.0,1.53,32.0,77.0,0.5
3161,Renato Sobral, 37-11-0,BABALU," 6' 1"""," 75""",205, Orthodox," Sep 07, 1975",2.23,1.53,45.0,57.0,2.48,42.0,65.0,2.6
3162,Rameau Thierry Sokoudjou, 18-18-0,THE AFRICAN ASSASSIN," 5' 10"""," 78""",205, Orthodox," Apr 18, 1984",2.26,2.61,45.0,56.0,1.93,47.0,78.0,0.9
3163,Joe Solecki, 11-2-0,," 5' 9"""," 70""",155, Orthodox," Aug 27, 1993",2.68,0.85,66.0,58.0,2.39,50.0,0.0,0.8
3164,Chris Solomon, 0-0-0,," 5' 11""", --,155,, --,0.0,2.8,0.0,37.0,0.0,0.0,33.0,0.0
3165,Joe Son, 0-4-0,," 5' 4""", --,236, Orthodox," Nov 22, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,Paul Song, 2-2-0,, --, --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,Song Kenan, 16-6-0,THE ASSASSIN," 6' 0"""," 71""",170, Orthodox," Mar 10, 1990",4.39,4.37,46.0,54.0,0.0,0.0,50.0,0.0
3168,Song Yadong, 16-5-1 (1 NC),," 5' 8"""," 67""",135, Orthodox," Dec 02, 1997",4.35,3.64,42.0,57.0,0.59,75.0,56.0,0.4
3169,Chael Sonnen, 29-15-1,," 6' 1"""," 73""",205, Southpaw," Apr 03, 1977",3.08,1.1,43.0,62.0,3.81,59.0,66.0,0.4
3170,Cody Sons, 3-7-0,," 5' 9""", --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,Jin Soo Son, 9-4-0,," 5' 6"""," 69""",135, Orthodox," Apr 01, 1993",5.1,7.63,36.0,52.0,1.5,25.0,100.0,0.0
3172,Emiliano Sordi, 16-7-0,HE-MAN," 6' 2""", --,205, Orthodox," Feb 15, 1991",4.79,4.79,50.0,48.0,0.0,0.0,100.0,8.3
3173,Sean Soriano, 14-7-0,," 5' 9"""," 70""",155, Orthodox," Oct 06, 1989",3.49,2.5,61.0,54.0,1.08,42.0,53.0,0.0
3174,Punahele Soriano, 8-1-0,PUNA," 5' 11"""," 72""",185, Southpaw," Nov 22, 1992",4.44,4.2,43.0,54.0,1.58,66.0,100.0,0.0
3175,Dmitry Sosnovskiy, 11-0-0,WICKED MACHINE," 6' 3"""," 77""",240, Orthodox," Jul 06, 1989",2.95,2.53,70.0,35.0,3.16,66.0,100.0,3.2
3176,Ben Sosoli, 7-3-0 (2 NC),COMBAT WOMBAT," 6' 0"""," 72""",265, Southpaw," Dec 10, 1989",2.31,4.3,31.0,47.0,0.0,0.0,0.0,0.0
3177,Krzysztof Soszynski, 26-12-1,THE POLISH EXPERIMENT," 6' 1"""," 77""",205, Open Stance," Aug 02, 1977",3.37,3.13,39.0,58.0,0.52,25.0,71.0,1.0
3178,George Sotiropoulos, 14-7-0,," 5' 10"""," 71""",155, Orthodox," Jul 09, 1977",2.61,2.52,27.0,67.0,2.32,31.0,53.0,1.6
3179,Greg Soto, 9-4-0,," 5' 11"""," 73""",170, Orthodox," Jun 03, 1986",3.21,2.61,63.0,52.0,1.49,27.0,44.0,1.0
3180,Alex Soto, 8-3-1,EXTREMO," 5' 8""", --,135, Southpaw," Feb 15, 1984",2.95,5.02,25.0,59.0,2.82,30.0,0.0,0.0
3181,Joe Soto, 18-7-0,ONE BAD MOFO," 5' 6"""," 65""",135, Orthodox," Mar 22, 1987",3.36,5.37,41.0,67.0,0.85,21.0,70.0,1.9
3182,Mario Soto, 7-2-0,DR. MARIO," 6' 0""", --,145,, --,1.43,5.23,23.0,42.0,0.0,0.0,0.0,0.0
3183,Andre Soukhamthath, 13-8-0,THE ASIAN SENSATION," 5' 9"""," 70""",135, Orthodox," Oct 23, 1988",2.77,4.31,44.0,49.0,1.25,53.0,58.0,0.2
3184,Bobby Southworth, 10-6-0 (1 NC),," 6' 2""", --,205, Orthodox," Dec 16, 1969",0.99,1.38,39.0,65.0,3.98,78.0,64.0,1.3
3185,Jacare Souza, 26-10-0 (1 NC),," 6' 1"""," 72""",185, Orthodox," Dec 07, 1979",2.53,2.83,47.0,62.0,2.57,39.0,57.0,1.3
3186,Edimilson Souza, 15-5-0,KEVIN," 6' 0"""," 74""",145, Orthodox," Oct 17, 1984",4.65,2.91,44.0,58.0,0.0,0.0,50.0,0.0
3187,Livinha Souza, 14-3-0,THE BRAZILIAN GANGSTA," 5' 3"""," 63""",115, Orthodox," Mar 11, 1991",2.06,3.38,45.0,62.0,2.4,44.0,40.0,1.2
3188,Mario Souza, 12-1-0,CORACAO VALENTE," 6' 3"""," 79""",185, Orthodox," Oct 20, 1996",3.4,0.93,60.0,54.0,0.0,0.0,0.0,1.0
3189,Charon Spain, 14-26-0,," 5' 9""", --,155,," Mar 11, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,Chris Spang, 6-3-0,THE KISS," 6' 2""", --,170, Orthodox," Nov 26, 1987",1.83,1.95,36.0,60.0,0.0,0.0,50.0,0.9
3191,Andreas Spang, 9-3-0,SWEET SWEDE," 6' 1""", --,185,," Nov 07, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3192,Ryan Spann, 19-6-0,SUPERMAN," 6' 5"""," 79""",205, Orthodox," Aug 24, 1991",3.55,3.45,45.0,47.0,1.72,41.0,60.0,1.7
3193,Ron Sparks, 8-3-0,THE MONSTER," 6' 5""", --,265,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3194,Tommy Speer, 21-7-0,," 5' 10"""," 71""",170, Orthodox," Aug 20, 1984",2.56,5.12,51.0,35.0,2.02,33.0,33.0,0.0
3195,Patrick Speight, 7-3-0,," 6' 1""", --,170, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,Sean Spencer, 12-6-0,BLACK MAGIC," 5' 10"""," 74""",170, Orthodox," Jun 25, 1987",4.24,4.02,32.0,60.0,0.14,33.0,68.0,0.0
3197,Felicia Spencer, 8-3-0,FEENOM," 5' 6"""," 68""",145, Orthodox," Nov 29, 1990",3.05,5.32,44.0,44.0,0.48,10.0,30.0,0.2
3198,Sam Spengler, 9-5-0,THE RAM," 5' 11""", --,185, Orthodox, --,3.27,3.27,62.0,54.0,1.75,11.0,75.0,1.8
3199,Nick Sperling, 3-4-0,, --, --,135,, --,1.4,1.4,25.0,66.0,0.0,0.0,0.0,0.0
3200,Mario Sperry, 13-4-0,ZEN MACHINE," 6' 2""", --,205, Orthodox," Sep 28, 1966",2.81,1.53,52.0,47.0,2.09,42.0,71.0,1.4
3201,Eric Spicely, 12-6-0,ZEBRINHA," 6' 1"""," 73""",185, Orthodox," Sep 29, 1986",3.71,5.72,45.0,55.0,1.31,20.0,75.0,1.0
3202,Waachiim Spiritwolf, 12-13-1 (2 NC),NATIVE WARRIOR," 5' 8""", --,170,, --,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0
3203,Daniel Spitz, 6-3-0,," 6' 7"""," 82""",245, Orthodox," Jul 31, 1990",2.6,5.3,35.0,46.0,0.74,66.0,0.0,0.0
3204,Serghei Spivac, 13-2-0,POLAR BEAR," 6' 3"""," 78""",260, Orthodox," Jan 24, 1995",3.85,3.1,50.0,56.0,2.83,63.0,70.0,0.2
3205,Daniel Spohn, 15-6-0,DRAGON," 6' 4"""," 79""",205, Southpaw," Oct 12, 1984",2.42,1.6,49.0,53.0,0.0,0.0,28.0,2.5
3206,Pete Spratt, 25-23-0,THE SECRET WEAPON," 5' 9""", --,170, Orthodox," Jan 09, 1971",1.63,1.33,48.0,55.0,0.3,100.0,46.0,0.3
3207,Austin Springer, 12-4-0,," 5' 8"""," 71""",145, Orthodox," May 12, 1987",3.54,3.15,57.0,41.0,3.37,40.0,100.0,0.8
3208,Georges St-Pierre, 26-2-0,RUSH," 5' 11"""," 76""",185, Orthodox," May 19, 1981",3.78,1.4,53.0,72.0,4.16,74.0,83.0,1.1
3209,Bobby Stack, 8-3-0,," 5' 9""", --,155, Orthodox, --,1.0,2.89,20.0,34.0,7.48,45.0,100.0,0.0
3210,Andreas Stahl, 10-4-0,REAL STEEL," 5' 11""", --,170, Orthodox," May 20, 1988",2.83,4.74,37.0,57.0,1.55,66.0,80.0,0.0
3211,Ron Stallings, 14-8-0 (1 NC),THE CHOIR BOY," 6' 2"""," 75""",170, Southpaw," Jan 25, 1983",3.22,3.26,60.0,51.0,0.0,0.0,71.0,0.0
3212,Cody Stamann, 19-4-1,THE SPARTAN," 5' 6"""," 64""",145, Orthodox," Nov 09, 1989",4.03,3.36,46.0,63.0,2.8,44.0,75.0,0.0
3213,Cristina Stanciu, 5-2-0,BARBIE," 5' 3""", --,115, Orthodox," Mar 29, 1994",2.5,3.07,50.0,52.0,0.85,100.0,40.0,1.7
3214,Brian Stann, 12-6-0,ALL AMERICAN," 6' 1"""," 74""",205, Orthodox," Sep 24, 1980",3.28,2.65,42.0,59.0,0.12,12.0,60.0,0.3
3215,Josh Stansbury, 4-8-0,THE SANDMAN," 6' 2"""," 74""",205, Orthodox," Nov 19, 1984",3.22,3.54,54.0,54.0,0.0,0.0,87.0,1.0
3216,Dion Staring, 35-14-0,SOLDIER," 6' 1""", --,235, Orthodox," Jun 09, 1978",1.09,5.0,37.0,47.0,0.0,0.0,33.0,0.0
3217,Lucas Stark, 1-5-0,, --, --,155,, --,1.6,3.2,25.0,66.0,12.0,100.0,0.0,0.0
3218,Clifford Starks, 13-3-0,," 6' 0"""," 78""",185, Orthodox," Apr 25, 1981",1.94,2.49,33.0,58.0,1.94,100.0,60.0,0.0
3219,Kalib Starnes, 17-11-1,," 6' 3"""," 74""",185, Orthodox," Jan 06, 1975",2.71,4.43,48.0,53.0,1.46,33.0,25.0,0.6
3220,Laureano Staropoli, 9-4-0,PEPI," 6' 1"""," 71""",185, Orthodox," Feb 27, 1993",3.64,3.85,33.0,54.0,0.8,40.0,52.0,0.0
3221,Damian Stasiak, 10-6-0,WEBSTER," 5' 5"""," 70""",135, Orthodox," Feb 20, 1990",1.86,3.1,36.0,52.0,2.64,35.0,43.0,0.6
3222,Adam Steele, 0-1-0,, --, --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223,Dominique Steele, 14-9-0,NON-STOP ACTION-PACKED," 5' 10"""," 74""",170, Orthodox," Jan 27, 1988",2.32,2.42,49.0,50.0,2.95,42.0,76.0,0.0
3224,Ricky Steele, 6-0-0,THE KARATE KID," 5' 9"""," 74""",135, Orthodox," May 26, 1988",4.07,2.93,70.0,50.0,0.0,0.0,91.0,0.0
3225,Eric Steenberg, 5-1-0,, --, --,155,," Jun 22, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226,Steve Steinbeiss, 9-4-0,THE HOOLIGAN," 6' 3"""," 75""",185, Orthodox," May 05, 1981",3.92,1.86,55.0,49.0,0.44,50.0,58.0,0.0
3227,Ray Steinbeiss, 14-7-0,IPSWITCH COBRA," 5' 11""", --,170, Orthodox," Sep 12, 1979",0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3228,Dmitri Stepanov, 0-1-0,," 6' 3""", --,217, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,Jeremy Stephens, 28-19-0 (1 NC),LIL' HEATHEN," 5' 9"""," 71""",145, Orthodox," May 25, 1986",3.17,3.05,40.0,58.0,1.16,38.0,65.0,0.4
3230,Aljamain Sterling, 20-3-0,FUNK MASTER," 5' 7"""," 71""",135, Orthodox," Jul 31, 1989",4.84,2.2,49.0,63.0,1.77,24.0,41.0,0.9
3231,Marc Stevens, 21-10-0,," 5' 9""", --,155,, --,0.45,1.79,26.0,46.0,0.0,0.0,0.0,0.0
3232,Joe Stevenson, 33-16-0,DADDY," 5' 7"""," 70""",145, Orthodox," Jun 15, 1982",2.05,2.44,44.0,60.0,2.75,44.0,39.0,2.2
3233,Maia Stevenson, 6-5-0,," 5' 4"""," 62""",115, Orthodox," Mar 19, 1982",1.57,3.13,54.0,33.0,3.91,100.0,50.0,0.0
3234,Luke Stewart, 6-3-0,," 5' 11""", --,170, Orthodox, --,3.75,2.34,56.0,53.0,3.75,33.0,50.0,1.9
3235,Darren Stewart, 12-7-0 (2 NC),THE DENTIST," 6' 0"""," 74""",185, Orthodox," Dec 30, 1990",2.98,3.07,45.0,49.0,1.56,41.0,67.0,0.1
3236,Kyle Stewart, 11-3-0,GUNZ UP," 6' 0"""," 76""",170, Orthodox," Jan 31, 1989",1.41,2.42,35.0,43.0,1.32,20.0,60.0,0.0
3237,Alex Stiebling, 19-11-1 (1 NC),THE BRAZILIAN KILLA," 6' 2""", --,205, Southpaw, --,1.77,1.45,42.0,52.0,0.35,66.0,66.0,0.7
3238,Tyler Stinson, 30-10-0,THE EVOLUTION," 6' 3""", --,170,," Jan 17, 1986",2.8,4.6,23.0,56.0,0.5,100.0,0.0,0.5
3239,Dan Stittgen, 12-5-0,THE ANVIL," 6' 1""", --,170, Orthodox," Nov 17, 1980",2.97,4.42,46.0,37.0,0.78,100.0,100.0,0.0
3240,Lazar Stojadinovic, 12-5-0,THE BRONX BOMBER," 5' 7"""," 68""",145, Southpaw," Mar 22, 1989",1.82,1.97,29.0,59.0,0.0,0.0,0.0,0.0
3241,Denis Stojnic, 13-3-0 (1 NC),," 6' 0""", --,245, Orthodox," Feb 02, 1980",1.51,6.06,23.0,36.0,0.0,0.0,80.0,1.0
3242,Julija Stoliarenko, 9-6-1,," 5' 7"""," 66""",135,," Apr 08, 1993",2.32,3.7,37.0,49.0,0.34,12.0,71.0,0.3
3243,Dustin Stoltzfus, 13-3-0,," 6' 0"""," 75""",185, Orthodox," Nov 15, 1991",3.68,4.0,41.0,46.0,0.48,9.0,50.0,0.5
3244,Niklas Stolze, 12-5-0,GREEN MASK," 6' 0"""," 75""",170, Switch," Dec 28, 1992",2.29,2.67,43.0,52.0,0.93,100.0,61.0,0.0
3245,Ken Stone, 11-4-0,," 5' 8"""," 71""",135, Southpaw," Oct 08, 1982",3.85,2.9,49.0,48.0,1.24,33.0,60.0,0.6
3246,Ryan Stonitsch, 8-1-0,," 5' 9""", --,170, Southpaw," Feb 03, 1977",2.53,2.53,36.0,71.0,0.0,0.0,0.0,0.0
3247,George Stork, 7-9-0,," 5' 10""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,Rick Story, 19-9-0,THE HORROR," 5' 9"""," 71""",170, Southpaw," Aug 28, 1984",3.8,2.17,41.0,62.0,2.53,48.0,63.0,0.9
3249,Darko Stosic, 13-4-0,," 6' 0"""," 76""",205, Orthodox," Feb 09, 1992",2.61,4.04,45.0,58.0,3.42,50.0,83.0,0.0
3250,Greg Stott, 0-1-0,RANGER," 5' 7""", --,220, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,Curtis Stout, 11-12-1,," 6' 1""", --,185, Southpaw," Nov 07, 1973",0.69,3.2,67.0,29.0,0.0,0.0,20.0,0.0
3252,Sam Stout, 20-12-1,HANDS OF STONE," 5' 9"""," 70""",155, Orthodox," Apr 23, 1984",4.17,4.08,28.0,57.0,0.63,38.0,77.0,0.1
3253,Tim Stout, 12-10-0,," 5' 11""", --,185,," Feb 09, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,Jesse Strader, 5-2-0,SUI GENERIS," 5' 7"""," 70""",135, Orthodox," May 29, 1991",7.12,7.63,56.0,42.0,0.0,0.0,0.0,0.0
3255,Gennaro Strangis, 0-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,Dave Strasser, 25-8-0,," 5' 10""", --,170, Orthodox," Jul 13, 1969",3.04,1.88,45.0,59.0,0.72,33.0,33.0,0.0
3257,Daniel Straus, 24-7-0 (1 NC),," 5' 7"""," 71""",145,," Jul 27, 1984",4.76,2.99,43.0,57.0,0.84,15.0,81.0,1.1
3258,Gerald Strebendt, 9-7-0,THE FINISHING MACHINE," 5' 9""", --,155, Orthodox," Mar 01, 1979",0.0,4.0,0.0,38.0,0.0,0.0,0.0,16.4
3259,Sean Strickland, 24-3-0,TARZAN," 6' 1"""," 76""",185, Orthodox," Feb 27, 1991",5.45,3.73,40.0,66.0,1.32,61.0,82.0,0.3
3260,Mark Striegl, 18-3-0 (1 NC),MUGEN," 5' 8"""," 70""",135, Southpaw," Jun 23, 1988",3.53,21.18,42.0,25.0,0.0,0.0,0.0,0.0
3261,Hans Stringer, 22-8-3,," 6' 3""", --,205, Orthodox," Jul 06, 1987",3.16,2.84,61.0,41.0,2.4,36.0,62.0,0.0
3262,Stefan Struve, 33-13-0,SKYSCRAPER," 6' 11"""," 84""",265, Orthodox," Feb 18, 1988",3.12,4.04,47.0,46.0,0.56,46.0,55.0,1.7
3263,Josh Stuart, 1-4-0,," 5' 9""", --,160,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,Mike Stumpf, 11-4-0,," 5' 10""", --,170,," Aug 01, 1986",3.34,8.85,43.0,47.0,1.59,25.0,33.0,0.8
3265,Kyle Sturgeon, 0-1-0,," 6' 3""", --,225, Switch, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,Tatiana Suarez, 9-0-0,," 5' 5"""," 66""",115, Southpaw," Dec 19, 1990",4.82,1.45,65.0,48.0,6.47,62.0,100.0,0.6
3267,Masanori Suda, 22-11-3,," 5' 9""", --,183, Orthodox, --,1.8,1.2,50.0,63.0,0.0,0.0,60.0,0.0
3268,Genki Sudo, 15-4-2,NEO-SAMURAI," 5' 9""", --,155, Orthodox," Mar 08, 1978",1.55,2.23,39.0,33.0,3.58,60.0,50.0,4.2
3269,Lucasz Sudolski, 8-0-0,, --, --,205,," Jun 15, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,Daisuke Sugie, 10-8-1,AMAZON," 5' 6""", --,160, Orthodox, --,0.0,0.22,0.0,80.0,3.27,50.0,0.0,3.3
3271,Takashi Sugiura, 1-3-0,," 5' 11""", --,225, Southpaw," May 31, 1970",1.37,2.08,40.0,53.0,1.33,66.0,0.0,0.0
3272,Naho Sugiyuma, 12-5-0,SUGI ROCK," 5' 1""", --,105,," Feb 03, 1978",2.59,2.45,48.0,71.0,2.05,100.0,66.0,0.0
3273,George Sullivan, 17-7-0 (1 NC),THE SILENCER," 6' 0"""," 73""",170, Orthodox," Mar 13, 1981",3.53,2.42,39.0,57.0,1.37,20.0,38.0,0.7
3274,Amar Suloev, 24-7-0,," 5' 9""", --,183, Orthodox," Jul 01, 1976",1.98,2.19,37.0,70.0,0.27,100.0,88.0,0.3
3275,Magomed Sultanakhmedov, 18-6-0,," 6' 2""", --,185, Southpaw, --,0.0,2.4,0.0,42.0,9.0,100.0,0.0,9.0
3276,Justin Sumter, 7-3-0,," 6' 2"""," 80""",185, Southpaw," Nov 16, 1989",2.68,7.64,48.0,34.0,2.87,100.0,0.0,0.0
3277,Aji Susilo, 6-4-0,," 5' 10""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3278,Jason Suttie, 0-1-0,NOBUNAGA," 6' 0""", --,210, Orthodox," Aug 07, 1973",2.07,4.97,83.0,36.0,0.0,0.0,0.0,0.0
3279,Joel Sutton, 2-4-1,," 5' 11""", --,205, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3280,Chad Sutton, 2-2-0,," 6' 1""", --,185,," Aug 07, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3281,Martin Svensson, 15-6-0,," 6' 1""", --,155,," Apr 25, 1985",2.02,5.91,38.0,38.0,0.0,0.0,0.0,0.0
3282,Daniel Swain, 20-10-1,," 5' 9"""," 70""",145, Orthodox," Jan 30, 1991",0.8,3.2,44.0,40.0,0.0,0.0,0.0,6.0
3283,Cub Swanson, 27-12-0,," 5' 8"""," 70""",145, Orthodox," Nov 02, 1983",4.63,3.66,50.0,60.0,1.08,51.0,60.0,0.5
3284,Mike Swick, 15-6-0,QUICK," 6' 1"""," 77""",170, Orthodox," Jun 19, 1979",2.36,2.29,37.0,54.0,1.06,50.0,61.0,0.6
3285,Floyd Sword, 12-3-0,," 6' 0""", --,185, Orthodox," Aug 24, 1976",0.78,1.57,42.0,40.0,0.0,0.0,33.0,0.0
3286,Bentley Syler, 5-1-0,BOLIVIA," 5' 4""", --,125, Orthodox," Dec 22, 1982",1.3,1.73,18.0,79.0,0.0,0.0,75.0,0.0
3287,Kevin Syler, 10-1-0,EL NINO BALA," 5' 9"""," 71""",155, Switch," Jul 29, 1993",5.6,4.03,69.0,48.0,1.0,40.0,77.0,2.0
3288,Leo Sylvest, 10-16-0,LETHAL," 5' 11""", --,205, Orthodox," Sep 03, 1973",0.0,6.58,0.0,27.0,0.0,0.0,0.0,0.0
3289,Tony Sylvester, 11-3-0,," 6' 1""", --,225, Southpaw," Jan 27, 1978",0.0,10.12,0.0,12.0,0.0,0.0,0.0,0.0
3290,Tim Sylvia, 31-10-0 (1 NC),THE MAINE-IAC," 6' 8"""," 80""",265, Orthodox," Mar 05, 1976",4.23,2.61,41.0,61.0,0.11,100.0,75.0,0.1
3291,Osamu Tachihikari, 0-4-0,," 6' 5""", --,300, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,Amber Tackett, 1-3-0,, --, --,115,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293,Eugenio Tadeu, 2-3-0 (1 NC),," 5' 8""", --,160, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,Justin Tafa, 4-3-0,BAD MAN," 6' 0"""," 74""",264, Southpaw," Dec 13, 1993",5.15,6.12,55.0,49.0,0.0,0.0,100.0,0.0
3295,Junior Tafa, 0-0-0,, --, --,--,," Sep 21, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,Khalid Taha, 13-4-0 (1 NC),THE WARRIOR," 5' 5"""," 69""",135, Orthodox," Feb 15, 1992",2.69,4.02,33.0,45.0,0.0,0.0,61.0,0.3
3297,Joe Taimanglo, 23-7-1,THE JUGGERNAUT," 5' 4""", --,135,," Jun 27, 1984",4.18,4.55,42.0,59.0,5.45,40.0,100.0,1.4
3298,Mairbek Taisumov, 27-6-0,BECKAN," 5' 9"""," 73""",155, Orthodox," Aug 08, 1988",2.98,3.03,39.0,64.0,1.34,63.0,88.0,0.0
3299,Nobuhiko Takada, 2-6-2,," 6' 0""", --,220, Southpaw," Apr 12, 1962",0.31,1.92,24.0,39.0,1.15,20.0,0.0,0.0
3300,Yoshiki Takahashi, 30-27-3 (1 NC),KAZUO," 5' 11""", --,199, Southpaw," Mar 13, 1969",2.26,6.47,51.0,44.0,0.0,0.0,66.0,2.3
3301,Yoko Takahashi, 15-12-2,," 5' 8""", --,150,," Apr 20, 1973",5.11,8.78,54.0,48.0,0.0,0.0,0.0,0.0
3302,Daiju Takase, 12-15-2,," 6' 0""", --,170, Southpaw," Apr 20, 1978",0.49,1.64,30.0,47.0,0.84,17.0,21.0,1.2
3303,Hiroyuki Takaya, 21-14-2,STREETFIGHT BANCHO," 5' 6""", --,139, Orthodox," Jun 10, 1977",3.18,3.16,33.0,60.0,0.9,45.0,66.0,0.0
3304,Yoshihiro Takayama, 1-4-0,," 6' 5""", --,280, Orthodox," Sep 19, 1968",3.4,5.69,54.0,29.0,0.67,33.0,55.0,0.0
3305,Makoto Takimoto, 6-5-0,," 5' 7""", --,205, Southpaw," Dec 08, 1979",1.37,1.71,39.0,55.0,1.48,50.0,25.0,1.1
3306,Oleg Taktarov, 17-5-2,THE RUSSIAN BEAR," 6' 0""", --,210, Orthodox," Aug 26, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3307,Nordine Taleb, 15-7-0,," 6' 1"""," 74""",170, Orthodox," Jun 10, 1981",3.66,2.62,51.0,66.0,1.94,76.0,73.0,0.0
3308,Tsuyoshi Tamakairiki, 0-3-0,," 6' 0""", --,220, Orthodox, --,0.0,26.67,0.0,50.0,0.0,0.0,0.0,0.0
3309,Eli Tamez, 10-0-0,TOMAHAWK," 5' 7""", --,135,," Aug 22, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,Kiyoshi Tamura, 32-13-3,," 5' 11""", --,185, Southpaw," Dec 17, 1969",2.44,1.44,53.0,60.0,0.58,60.0,45.0,0.2
3311,Akitoshi Tamura, 21-18-2,THE IRONMAN," 5' 9"""," 70""",135, Orthodox," May 31, 1980",3.73,1.94,43.0,78.0,0.0,0.0,20.0,1.0
3312,Issei Tamura, 10-8-0,," 5' 5"""," 63""",135, Orthodox," Mar 12, 1984",1.89,4.58,53.0,44.0,0.92,25.0,33.0,0.0
3313,Jason Tan, 5-3-0,," 5' 10""", --,170, Orthodox," Dec 17, 1981",0.69,7.37,29.0,18.0,0.0,0.0,0.0,0.0
3314,Akihito Tanaka, 2-2-0,KINNIKU MANTARO, --, --,--, Southpaw, --,0.19,2.05,50.0,38.0,5.59,66.0,0.0,0.0
3315,Michinori Tanaka, 11-3-0,," 5' 5"""," 67""",135, Orthodox," Oct 04, 1990",1.97,1.99,37.0,50.0,2.4,38.0,43.0,0.2
3316,Evan Tanner, 32-8-0,," 6' 0"""," 74""",185, Orthodox," Feb 11, 1971",3.05,2.64,59.0,56.0,2.55,43.0,25.0,1.3
3317,Manny Tapia, 12-14-1,THE MANGLER," 5' 5"""," 67""",135, Orthodox," Mar 14, 1981",2.69,4.74,21.0,58.0,0.49,40.0,66.0,0.2
3318,Gary Tapusoa, 8-3-0,," 5' 7""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3319,Miesha Tate, 19-7-0,CUPCAKE," 5' 6"""," 65""",135, Orthodox," Aug 18, 1986",2.13,2.68,42.0,51.0,2.16,32.0,52.0,1.5
3320,Deividas Taurosevicius, 17-5-0,," 5' 9"""," 68""",145, Southpaw," Aug 28, 1977",2.13,1.82,43.0,59.0,2.0,28.0,50.0,0.3
