,name,ufc_record,nickname,height,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
2811,Karol Rosa, 14-3-0,," 5' 5""",135, Orthodox," Dec 30, 1994",7.73,5.51,52.0,48.0,2.0,60.0,90.0,0.0
2812,Jacob Rosales, 10-5-0,LIL BADGER," 5' 11""",155, Orthodox," Jul 28, 1995",6.76,12.0,49.0,41.0,0.0,0.0,50.0,1.3
2813,Hilarie Rose, 4-2-0,," 5' 3""",115, Orthodox," Nov 11, 1992",2.33,6.13,33.0,44.0,0.0,0.0,100.0,0.0
2814,Jake Rosholt, 12-5-0 (1 NC),," 6' 1""",185, Orthodox," Feb 09, 1982",2.68,2.33,53.0,49.0,6.51,68.0,0.0,1.8
2815,Jared Rosholt, 14-4-0,," 6' 2""",265, Orthodox," Aug 04, 1986",2.08,1.52,46.0,59.0,1.83,41.0,66.0,0.1
2816,Kevin Rosier, 2-6-0,," 6' 4""",275, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,Zach Rosol, 3-2-0,, --,243,, --,0.0,14.21,0.0,25.0,0.0,0.0,0.0,0.0
2818,Nick Rossborough, 26-19-1,LEATHERFACE," 6' 5""",205,," Nov 18, 1981",2.8,4.33,35.0,35.0,0.0,0.0,100.0,0.0
2819,Kristian Rothaermel, 4-3-0,," 6' 0""",205, Open Stance," Jan 31, 1972",0.75,2.49,50.0,41.0,0.0,0.0,0.0,0.0
2820,Ben Rothwell, 39-13-0,," 6' 4""",265, Orthodox," Oct 17, 1981",3.71,4.57,42.0,47.0,0.68,35.0,70.0,0.4
2821,Rick Roufus, 4-6-0,," 6' 0""",207, Southpaw, --,0.53,1.06,33.0,33.0,0.0,0.0,50.0,0.0
2822,Khalil Rountree Jr., 9-5-0 (1 NC),," 6' 1""",205, Southpaw," Feb 26, 1990",3.06,3.63,38.0,49.0,0.0,0.0,50.0,0.2
2823,Ronda Rousey, 12-2-0,ROWDY," 5' 7""",135, Orthodox," Feb 01, 1987",4.17,4.14,52.0,44.0,6.26,68.0,50.0,4.8
2824,Ray Routh, 2-1-0,," 5' 8""",185, Orthodox, --,0.54,3.22,21.0,28.0,2.69,33.0,0.0,0.0
2825,Roberta Rovel, 4-1-0,CRUSHER," 5' 8""",145,, --,0.87,3.0,46.0,26.0,0.0,0.0,100.0,0.0
2826,Philip Rowe, 7-3-0,THE FRESH PRINCE," 6' 3""",170, Orthodox," Jul 18, 1990",4.99,5.34,60.0,51.0,1.19,33.0,25.0,0.0
2827,Kain Royer, 2-2-0,, --,185,, --,0.0,1.63,0.0,14.0,0.0,0.0,0.0,4.1
2828,Brad Royster, 1-2-0,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2829,Brandon Royval, 12-5-0,RAW DAWG," 5' 9""",125, Southpaw," Aug 16, 1992",3.77,2.88,46.0,47.0,0.79,100.0,53.0,2.4
2830,Jairzinho Rozenstruik, 11-2-0,BIGI BOY," 6' 4""",242, Orthodox," Mar 17, 1988",3.14,3.48,48.0,39.0,0.0,0.0,80.0,0.0
2831,Mauricio Rua, 27-12-1,SHOGUN," 6' 1""",205, Orthodox," Nov 25, 1981",3.57,2.71,50.0,54.0,2.12,48.0,47.0,0.8
2832,Murilo Rua, 20-13-1,NINJA," 5' 11""",185, Orthodox," May 22, 1980",2.48,1.85,45.0,53.0,1.97,45.0,37.0,1.2
2833,Marco Ruas, 9-4-2,KING OF THE STREETS," 6' 1""",210, Orthodox," Jan 23, 1961",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834,Rodrigo Ruas, 4-5-1 (1 NC),," 5' 10""",185, Orthodox," Oct 06, 1977",1.28,7.0,35.0,41.0,0.0,0.0,0.0,0.0
2835,Rodolfo Rubio Perez, 10-16-1,FITO," 5' 5""",145, Orthodox," Jan 29, 1987",1.13,1.0,36.0,62.0,2.0,33.0,33.0,0.0
2836,Gabe Ruediger, 18-8-0,GODZILLA," 5' 10""",155, Orthodox," Aug 29, 1977",1.7,5.16,31.0,41.0,2.04,11.0,28.0,0.0
2837,Eddie Ruiz, 1-1-0,," 5' 7""",155, Orthodox," Jun 10, 1967",0.2,1.4,25.0,47.0,2.0,12.0,0.0,0.0
2838,Anthony Ruiz, 33-22-0,EL TORO," 6' 2""",205, Orthodox," Nov 03, 1977",2.56,1.67,64.0,28.0,1.43,31.0,21.0,0.0
2839,Paul Ruiz, 7-4-0,," 5' 6""",135,," Jun 23, 1987",1.4,1.4,33.0,75.0,0.0,0.0,100.0,20.9
2840,Mike Russow, 15-3-0 (1 NC),," 6' 1""",255, Orthodox," Sep 11, 1976",1.55,2.9,47.0,59.0,4.66,43.0,0.0,0.7
2841,Bas Rutten, 28-4-1,EL GUAPO," 6' 1""",205, Orthodox," Feb 24, 1965",5.59,2.06,61.0,79.0,0.0,0.0,0.0,0.0
2842,Casey Ryan, 7-3-0,, --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,Yusup Saadulaev, 16-4-1 (1 NC),MAESTRO," 5' 6""",135,," Mar 31, 1985",0.57,0.96,45.0,66.0,5.73,60.0,0.0,1.0
2844,Pete Sabala, 3-15-0,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,Danny Sabatello, 9-1-0,ITALIAN GANGSTER," 5' 10""",135, Orthodox," Mar 31, 1993",2.07,0.2,57.0,25.0,3.0,75.0,100.0,1.0
2846,Pat Sabatini, 14-3-0,," 5' 8""",145, Orthodox," Nov 09, 1990",1.73,1.27,57.0,62.0,1.0,20.0,0.0,1.0
2847,Amir Sadollah, 6-5-0,," 5' 10""",170, Orthodox," Aug 27, 1980",4.71,3.55,46.0,60.0,0.57,27.0,60.0,0.3
2848,Frankie Saenz, 13-7-0,," 5' 6""",135, Orthodox," Aug 12, 1980",3.94,3.5,47.0,52.0,1.74,31.0,61.0,0.1
2849,Saparbeg Safarov, 9-3-0,," 6' 1""",185, Orthodox," Oct 14, 1986",4.03,2.96,48.0,47.0,2.52,41.0,33.0,0.0
2850,Tarec Saffiedine, 16-7-0,SPONGE," 5' 10""",170, Switch," Sep 06, 1986",4.05,3.06,47.0,62.0,0.52,36.0,84.0,0.1
2851,Jason Saggo, 12-4-0,," 5' 11""",155, Orthodox," Nov 23, 1985",2.5,2.94,39.0,52.0,2.33,40.0,23.0,0.0
2852,Ovince Saint Preux, 25-15-0,," 6' 3""",205, Southpaw," Apr 08, 1983",2.68,3.03,46.0,45.0,1.19,40.0,66.0,0.6
2853,Lukasz Sajewski, 13-3-0,WOOKIE," 5' 8""",155, Orthodox," Nov 27, 1990",2.06,3.88,35.0,57.0,1.01,25.0,66.0,0.0
2854,Yukio Sakaguchi, 6-7-0,," 5' 9""",185, Orthodox," Jul 26, 1973",0.3,2.4,25.0,50.0,4.5,100.0,0.0,9.0
2855,Augusto Sakai, 15-2-1,," 6' 3""",265, Orthodox," May 09, 1991",5.32,4.02,48.0,50.0,0.15,50.0,66.0,0.0
2856,Alessio Sakara, 19-11-0 (2 NC),LEGIONARIUS," 6' 0""",185, Orthodox," Sep 02, 1981",3.96,2.8,47.0,59.0,2.18,78.0,62.0,0.0
2857,Wataru Sakata, 11-14-0,," 5' 9""",195, Southpaw," Mar 11, 1973",1.11,2.08,61.0,31.0,0.0,0.0,0.0,0.0
2858,Gokhan Saki, 1-2-0,THE REBEL," 6' 0""",205, Orthodox," Oct 19, 1983",7.09,4.57,58.0,53.0,0.0,0.0,100.0,0.0
2859,Kazushi Sakuraba, 26-17-1 (2 NC),THE GRACIE HUNTER," 6' 0""",185, Southpaw," Jul 14, 1969",1.26,2.03,41.0,51.0,1.26,31.0,48.0,1.7
2860,Hayato Sakurai, 38-13-2,MACH," 5' 7""",168, Orthodox," Aug 24, 1975",2.45,1.94,49.0,59.0,1.87,69.0,56.0,0.3
2861,Ryuta Sakurai, 24-24-6,," 5' 7""",183, Orthodox, --,1.8,3.44,48.0,58.0,0.52,100.0,36.0,1.6
2862,Justin Salas, 12-7-0,J-BOMB," 5' 8""",155, Southpaw," Mar 13, 1982",3.42,2.96,43.0,68.0,2.43,20.0,0.0,0.0
2863,Ivan Salaverry, 14-9-0,," 6' 0""",185, Orthodox," Jan 11, 1971",3.01,1.19,47.0,76.0,0.49,18.0,36.0,2.5
2864,Roman Salazar, 10-6-0 (1 NC),EL GALLITO," 5' 7""",135, Orthodox," Feb 21, 1988",1.95,2.89,39.0,57.0,1.77,18.0,50.0,0.0
2865,Luis Saldana, 15-6-0,," 5' 11""",145, Orthodox," Jan 27, 1991",4.39,1.79,51.0,64.0,0.0,0.0,42.0,0.6
2866,John Salgado, 4-8-1,GRECO," 5' 10""",170,, --,0.99,1.86,50.0,40.0,0.0,0.0,50.0,0.0
2867,Muslim Salikhov, 17-2-0,KING OF KUNG FU," 5' 11""",170, Orthodox," Jun 09, 1984",2.85,2.29,46.0,67.0,0.87,30.0,80.0,0.0
2868,Gabriel Salinas-Jones, 5-2-1,," 6' 1""",245,," Nov 20, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,Brandon Saling, 8-6-0,WHITE STEEL," 5' 10""",170,," Jan 28, 1986",2.88,6.08,40.0,20.0,0.0,0.0,57.0,0.0
2870,Sean Salmon, 18-21-0,," 5' 10""",185, Southpaw," Sep 11, 1977",1.49,2.03,33.0,65.0,4.06,50.0,0.0,0.0
2871,Boston Salmon, 6-3-0,BOOM BOOM," 5' 9""",135, Southpaw," Nov 20, 1990",4.13,7.75,37.0,59.0,0.0,0.0,100.0,0.0
2872,John Salter, 14-3-0,," 6' 1""",185, Southpaw," Mar 21, 1985",1.68,1.68,32.0,68.0,2.85,46.0,66.0,0.5
2873,Vinicius Salvador, 12-4-0,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,Josh Samman, 13-4-0,ANQA," 6' 3""",185, Orthodox," Mar 14, 1988",2.08,2.47,52.0,34.0,1.09,33.0,33.0,0.4
2875,Johnny Sampaio, 3-1-0,," 5' 8""",170, Orthodox," Sep 11, 1975",1.32,2.64,40.0,50.0,9.89,50.0,0.0,9.9
2876,Josh Sampo, 11-5-0,THE GREMLIN," 5' 4""",125, Orthodox," Jul 24, 1984",1.99,2.96,36.0,55.0,1.06,33.0,40.0,2.1
2877,Josh San Diego, 8-3-0,JSD," 5' 10""",135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,Diego Sanchez, 31-13-0,NIGHTMARE," 5' 10""",170, Southpaw," Dec 31, 1981",2.69,3.02,37.0,56.0,1.51,24.0,46.0,0.8
2879,Eddie Sanchez, 15-8-0,THE MANIC HISPANIC," 6' 2""",230, Orthodox," Nov 04, 1982",3.45,3.3,43.0,43.0,1.13,26.0,42.0,0.0
2880,Julian Sanchez, 0-1-0,," 6' 3""",300, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,Bobby Sanchez, 10-35-0,THE KID," 5' 7""",155, Orthodox, --,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2882,Donald Sanchez, 31-17-0,," 5' 10""",145,," Aug 18, 1984",0.58,1.16,50.0,55.0,0.0,0.0,50.0,0.0
2883,Joby Sanchez, 11-4-0,," 5' 6""",135, Orthodox," Jun 24, 1991",3.22,2.82,36.0,63.0,0.95,71.0,51.0,0.4
2884,Emmanuel Sanchez, 15-3-0,EL MATADOR," 5' 9""",145,," Aug 11, 1990",4.45,4.17,35.0,55.0,0.25,6.0,16.0,0.5
2885,Erick Sanchez, 8-3-0,," 5' 10""",145,," Oct 04, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,Andrew Sanchez, 13-6-0,EL DIRTE," 6' 1""",185, Orthodox," Apr 08, 1988",4.48,5.05,42.0,51.0,1.92,31.0,100.0,0.0
2887,Robert Sanchez, 8-2-0,LITTLEFURY," 5' 6""",125, Orthodox," Mar 05, 1986",0.96,1.78,40.0,46.0,3.61,62.0,50.0,0.7
2888,Jesse Sanders, 23-7-0,," 6' 0""",170, Orthodox, --,0.0,6.45,0.0,35.0,0.0,0.0,50.0,0.0
2889,Luke Sanders, 13-5-0,COOL HAND," 5' 6""",135, Southpaw," Dec 12, 1985",6.61,4.37,52.0,50.0,0.71,30.0,72.0,0.2
2890,Jerrod Sanders, 16-3-0 (1 NC),J-REAZIE," 5' 8""",135, Orthodox," Oct 01, 1979",0.88,1.14,64.0,46.0,2.2,33.0,50.0,1.6
2891,Cory Sandhagen, 14-2-0,," 5' 11""",135, Switch," Apr 20, 1992",6.85,3.89,48.0,59.0,1.07,50.0,30.0,0.5
2892,Hugo Sandoval, 2-3-0,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,Raul Sandoval, 3-3-0,, --,130,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,Joseph Sandoval, 7-7-0,," 5' 7""",135, Southpaw," May 11, 1986",1.82,12.12,42.0,60.0,0.0,0.0,0.0,0.0
2895,Hector Sandoval, 14-4-0,KID ALEX," 5' 2""",125, Orthodox," Jul 19, 1986",3.31,2.33,52.0,65.0,3.49,25.0,71.0,1.4
2896,Chris Sanford, 5-1-0,," 5' 11""",185, Orthodox," Mar 12, 1968",0.23,3.22,50.0,17.0,0.0,0.0,0.0,3.5
2897,Roldan Sangcha'an, 4-2-0,THE EXECUTIONER," 5' 4""",125, Orthodox," Dec 04, 1990",2.71,2.15,46.0,51.0,1.94,60.0,68.0,0.0
2898,Yuhi Sano, 0-4-0,," 5' 11""",243, Orthodox," Feb 02, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,Jonathan Santa Maria, 3-4-0,," 5' 9""",125,, --,3.6,2.53,51.0,74.0,0.0,0.0,80.0,0.0
2900,Duda Santana, 3-1-0,COWBOYZINHA," 5' 7""",145, Orthodox," Jan 10, 1996",6.01,2.72,39.0,73.0,6.44,60.0,0.0,0.0
2901,Shaheen Santana, 6-1-0,SHAZAM," 6' 1""",155, Orthodox," Jun 04, 1991",0.82,1.65,42.0,40.0,0.0,0.0,0.0,2.8
2902,Sean Santella, 17-6-1 (1 NC),SHORTY ROCK," 5' 5""",125,," Oct 25, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2903,Jorge Santiago, 25-12-0,THE SANDMAN," 6' 1""",170, Orthodox," Oct 09, 1980",1.69,2.62,35.0,56.0,0.58,30.0,52.0,0.8
2904,Mike Santiago, 19-12-0,," 5' 10""",145, Orthodox," Jul 28, 1989",3.44,3.58,49.0,36.0,2.66,50.0,53.0,1.1
2905,Will Santiago, 9-5-0,THE BROWN BOMBER," 5' 7""",185, Orthodox," Feb 08, 1983",1.47,5.53,39.0,56.0,1.0,50.0,100.0,0.0
2906,Richie Santiago, 7-2-0,THE MILFORD MAULER," 5' 7""",135, Southpaw," Oct 10, 1992",3.87,4.87,49.0,42.0,0.0,0.0,25.0,0.0
2907,Jose Santibanez, 10-3-0,, --,155,," Jan 18, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908,Art Santore, 18-8-0,PACHUCO," 6' 2""",185,," Oct 26, 1972",1.4,7.31,12.0,52.0,0.0,0.0,100.0,0.0
2909,Adriano Santos, 0-1-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,Paulo Santos, 0-3-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,Evangelista Santos, 21-18-0,CYBORG," 5' 10""",170, Orthodox," Dec 12, 1977",3.94,6.01,36.0,49.0,0.78,100.0,50.0,0.4
2912,Luis Santos, 63-10-1 (1 NC),," 6' 1""",170, Southpaw, --,4.4,4.0,57.0,64.0,0.0,0.0,0.0,0.0
2913,Iliarde Santos, 30-13-1 (1 NC),," 5' 5""",125, Orthodox," Sep 25, 1980",3.0,6.1,30.0,57.0,1.66,23.0,83.0,0.0
2914,Leonardo Santos, 18-5-1,," 6' 0""",155, Orthodox," Feb 05, 1980",2.65,2.77,44.0,58.0,1.07,29.0,89.0,0.3
2915,Thiago Santos, 21-9-0,MARRETA," 6' 2""",205, Orthodox," Jan 07, 1984",4.27,2.33,48.0,55.0,0.7,38.0,66.0,0.1
2916,Bruno Santos, 15-2-0,CARIOCA," 5' 9""",185, Orthodox," Jul 17, 1987",1.18,2.27,46.0,56.0,3.0,37.0,66.0,0.3
2917,Andre Santos, 38-10-0,CHATUBA," 6' 0""",170,, --,2.77,4.17,34.0,41.0,2.5,29.0,75.0,0.0
2918,Gleristone Santos, 33-7-0,TONINHO FURIA," 5' 9""",145,," Aug 20, 1988",3.4,4.4,31.0,64.0,0.0,0.0,75.0,0.0
2919,Taila Santos, 17-1-0,," 5' 6""",125, Orthodox," Jun 22, 1993",3.52,2.22,48.0,59.0,2.0,80.0,85.0,1.0
2920,Marilia Santos, 10-3-0,CHOCOLATE," 5' 4""",125, Orthodox," Dec 12, 1992",4.4,4.07,54.0,53.0,1.0,100.0,66.0,1.0
2921,Edivan Santos, 12-2-1 (1 NC),PE DE SAPO," 6' 7""",185,," May 03, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2922,Nick Sanzo, 1-1-0,," 5' 9""",190,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,Bob Sapp, 11-20-0,THE BEAST," 6' 5""",350, Orthodox," Sep 22, 1974",3.19,1.88,55.0,49.0,0.58,100.0,72.0,0.0
2924,Daniel Sarafian, 10-6-0,," 5' 9""",185, Orthodox," Aug 21, 1982",2.23,3.1,46.0,58.0,0.36,7.0,53.0,0.7
2925,Diego Saraiva, 22-20-1,THE OCTOPUS," 5' 6""",155, Orthodox," Apr 23, 1982",1.64,3.58,32.0,62.0,1.33,40.0,0.0,0.7
2926,Harris Sarmiento, 36-26-0,THE HITMAN," 5' 9""",155, Orthodox," Sep 09, 1983",0.84,3.46,25.0,36.0,2.36,60.0,57.0,0.0
2927,Alexander Sarnavskiy, 35-6-0,TIGER," 5' 11""",155,," Jan 17, 1989",1.43,2.06,66.0,42.0,0.0,0.0,75.0,0.0
2928,Yuki Sasaki, 25-22-2,," 6' 2""",185, Orthodox," Sep 12, 1976",1.09,1.2,43.0,57.0,0.43,100.0,66.0,0.0
2929,Kyosuke Sasaki, 3-7-4,," 5' 7""",183, Southpaw, --,0.33,0.93,45.0,46.0,0.0,0.0,0.0,0.0
2930,Yuta Sasaki, 21-6-2,ULKA," 5' 10""",125, Southpaw," Oct 07, 1989",2.16,2.5,41.0,50.0,3.03,43.0,41.0,1.2
2931,Paul Sass, 14-2-0,," 6' 0""",155, Orthodox," Aug 04, 1988",0.53,1.9,26.0,51.0,0.53,16.0,33.0,7.4
2932,Masaaki Satake, 1-8-1,," 6' 1""",220, Orthodox," Aug 17, 1965",1.4,3.76,35.0,41.0,0.0,0.0,58.0,0.0
2933,Takenori Sato, 19-11-7 (1 NC),," 5' 10""",170, Southpaw," Jun 08, 1985",0.46,12.92,33.0,9.0,0.0,0.0,0.0,0.0
2934,Takashi Sato, 16-4-0,TEN," 5' 10""",170, Southpaw," Jun 09, 1990",3.16,4.81,37.0,50.0,0.53,50.0,75.0,0.0
2935,Jeimeson Saudino, 8-5-0,THE MINION," 5' 6""",135,," Mar 05, 1991",0.66,0.82,30.0,84.0,2.47,50.0,0.0,2.5
2936,Tom Sauer, 25-12-0,," 6' 1""",263,," Nov 11, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,Townsend Saunders, 0-2-0,," 5' 5""",170, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,Ben Saunders, 22-13-2,KILLA B," 6' 2""",170, Orthodox," Apr 13, 1983",3.23,3.58,50.0,51.0,0.2,40.0,66.0,1.3
2939,Chad W. Saunders, 7-2-0,," 5' 10""",170, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,Chris Saunders, 16-8-0,THE SO CAL KID," 5' 8""",155,," Mar 11, 1986",1.48,2.96,22.0,75.0,3.7,100.0,0.0,0.0
2941,Lumumba Sayers, 6-5-0,," 6' 0""",185,," Jun 30, 1978",2.54,2.37,41.0,48.0,7.63,75.0,0.0,2.5
2942,Matt Sayles, 8-3-0,," 5' 7""",145, Orthodox," Feb 21, 1994",5.44,3.13,42.0,61.0,0.0,0.0,81.0,0.4
2943,Brandon Sayles, 5-1-0,MAN OF WAR," 6' 5""",265,," Apr 23, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,Mark Scanlon, 9-2-0,," 5' 9""",170, Orthodox, --,2.2,3.33,35.0,48.0,3.0,75.0,25.0,2.0
2945,Eric Schafer, 14-8-2,RED," 6' 3""",185, Orthodox," Sep 20, 1977",1.89,3.38,34.0,56.0,1.81,36.0,50.0,1.8
2946,Kerry Schall, 24-13-0 (1 NC),MEAT TRUCK," 6' 2""",265, Orthodox," Aug 09, 1971",0.94,4.84,11.0,63.0,0.0,0.0,0.0,0.0
2947,Eric Schambari, 15-6-0,," 5' 11""",185, Orthodox," Apr 22, 1978",1.43,1.07,42.0,54.0,3.0,42.0,0.0,1.0
2948,Brendan Schaub, 10-5-0,BIG BROWN," 6' 4""",245, Orthodox," Mar 18, 1983",2.92,2.22,37.0,57.0,2.32,46.0,72.0,0.4
2949,Matheus Scheffel, 14-6-0,BUFFA," 6' 2""",205,," Apr 11, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,Antonio Schembri, 5-5-0,NINO," 5' 9""",205, Orthodox," Jun 01, 1974",0.72,2.12,26.0,55.0,1.31,40.0,0.0,0.4
2951,Fabiano Scherner, 11-10-0 (3 NC),PEGALEVE," 6' 3""",257, Orthodox," Jun 30, 1972",1.31,3.2,31.0,38.0,1.09,33.0,40.0,0.0
2952,Samy Schiavo, 10-6-0,," 5' 8""",155, Orthodox," Dec 24, 1975",1.68,2.62,34.0,38.0,0.94,50.0,66.0,0.9
2953,Pat Schilling, 5-2-0,THRILLING," 5' 8""",145, Orthodox," Aug 28, 1988",1.87,8.24,26.0,52.0,0.0,0.0,0.0,0.0
2954,Joe Schilling, 2-5-0,," 6' 3""",185,, --,2.84,2.64,52.0,48.0,0.0,0.0,44.0,0.0
2955,Semmy Schilt, 26-14-1,HIGHTOWER," 6' 10""",265, Orthodox," Oct 27, 1973",1.2,1.31,50.0,53.0,0.0,0.0,47.0,1.1
2956,Adam Schindler, 10-6-0,," 5' 8""",155,," May 19, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957,Daniel Schmitt, 2-3-0,, --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,Colleen Schneider, 11-7-0,, --,135,, --,2.17,2.5,48.0,50.0,2.5,50.0,60.0,0.0
2959,Matt Schnell, 15-6-0,DANGER," 5' 8""",125, Orthodox," Jan 15, 1990",4.23,4.17,38.0,59.0,0.39,33.0,50.0,1.0
2960,Alex Schoenauer, 15-10-0,," 6' 3""",185, Orthodox," May 05, 1976",1.22,2.27,40.0,42.0,0.0,0.0,22.0,4.9
2961,Darrill Schoonover, 14-8-0,THE BOSS," 6' 2""",220, Orthodox," Jul 18, 1985",1.2,4.35,33.0,38.0,0.0,0.0,50.0,1.1
2962,Bob Schrijber, 20-17-1,DIRTY," 6' 0""",240, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,Nate Schroeder, 11-10-0,," 6' 1""",230,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,Lacey Schuckman, 11-10-0,," 5' 3""",125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,Mark Schultz, 1-1-0,," 5' 9""",200, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,Brian Schwartz, 1-1-0,," 6' 3""",170, Orthodox, --,1.27,0.87,44.0,45.0,0.0,0.0,50.0,1.0
2967,Eric Schwartz, 2-0-0,, --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,Justin Scoggins, 11-5-0,," 5' 7""",125, Southpaw," May 02, 1992",3.56,2.16,51.0,55.0,3.42,63.0,82.0,0.5
2969,Brad Scott, 11-6-0,BEAR," 6' 1""",170, Orthodox," Jun 24, 1989",3.52,4.31,41.0,57.0,0.32,15.0,63.0,0.7
2970,Greg Scott, 3-4-0,," 5' 9""",145,, --,3.9,7.79,55.0,37.0,11.69,100.0,0.0,0.0
2971,Mike Seal, 13-15-1 (1 NC),CRAZY BOY," 6' 4""",185, Orthodox, --,5.5,3.33,68.0,50.0,0.0,0.0,33.0,0.0
2972,Matt Secor, 8-4-0,," 6' 0""",170,," Sep 26, 1986",0.51,0.81,20.0,50.0,3.03,100.0,0.0,3.0
2973,Kenneth Seegrist, 4-7-0,," 6' 0""",185, Orthodox, --,3.21,1.28,66.0,0.0,0.0,0.0,40.0,14.4
2974,Neil Seery, 16-13-0,2TAP," 5' 4""",125, Orthodox," Aug 30, 1979",3.56,3.79,41.0,58.0,0.78,27.0,53.0,1.6
2975,Rony Sefo, 0-2-0,," 5' 9""",225, Orthodox, --,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
2976,Ray Sefo, 2-2-0,SUGARFOOT," 6' 0""",240, Orthodox," Feb 15, 1971",0.86,1.71,31.0,72.0,0.0,0.0,66.0,0.0
2977,Brendan Seguin, 23-19-1,," 6' 0""",185,," Jul 03, 1976",2.6,0.6,45.0,84.0,5.0,62.0,100.0,0.0
2978,Stefan Sekulic, 12-4-0,," 6' 0""",170, Southpaw," Feb 12, 1992",1.83,2.83,50.0,64.0,2.0,33.0,25.0,0.5
2979,Pete Sell, 10-7-0,DRAGO," 5' 11""",170, Orthodox," Aug 05, 1982",2.6,3.65,42.0,51.0,0.91,21.0,47.0,0.9
2980,Matthew Semelsberger, 8-2-0,SEMI THE JEDI," 6' 1""",170, Switch," Nov 23, 1992",7.93,5.31,50.0,56.0,1.97,100.0,100.0,1.0
2981,Andrei Semenov, 34-9-2,," 6' 0""",185, Orthodox," Jun 17, 1977",0.78,2.44,15.0,60.0,1.74,80.0,55.0,0.4
2982,Mackens Semerzier, 8-4-0 (1 NC),DA MENACE," 5' 9""",145, Orthodox," Nov 03, 1980",2.91,3.48,45.0,46.0,2.14,50.0,50.0,2.1
2983,Brandon Sene, 2-2-0,," 5' 11""",205,," May 21, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984,Kim In Seok, 3-6-0,," 5' 6""",145, Orthodox, --,0.87,5.19,37.0,60.0,0.0,0.0,0.0,0.0
2985,Ray Seraille, 8-9-0,," 6' 3""",246,, --,5.29,17.65,27.0,41.0,0.0,0.0,0.0,0.0
2986,Ivan Serati, 12-4-0,," 6' 0""",205, Orthodox, --,0.86,5.33,26.0,29.0,0.0,0.0,0.0,0.0
2987,Alex Serdyukov, 8-5-0,THE RUSSIAN CRUSHER," 6' 2""",170, Orthodox," May 24, 1980",4.94,3.1,48.0,46.0,1.84,55.0,67.0,1.8
2988,Nicholas Sergiacomi, 1-1-0,, --,170,, --,4.38,3.94,55.0,59.0,0.0,0.0,0.0,0.0
2989,Matt Serra, 11-7-0,THE TERRA," 5' 6""",170, Orthodox," Jun 02, 1974",1.98,2.64,39.0,46.0,2.05,20.0,38.0,0.9
2990,Nick Serra, 7-3-0,THE MAD MONKEY," 5' 9""",170, Orthodox," Mar 27, 1978",0.0,1.73,0.0,43.0,1.0,10.0,0.0,2.0
